condition,claim,food,food_id,prep_state,rasa,guna,virya,vipaka,dosha_effect,prabhava,classical_entry,screen_rule,screen_saw,claim_ok,should_be,vaidya_notes
obesity,pathya,Maricha (Black Pepper),black_pepper,prepared,pungent,laghu; tikshna; ruksha,heating,pungent,V-1 P+2 K-2,"Vata-kapha hara at culinary dose, where the deepana action dominates the Vata-raising tendency of katu rasa. In quantity the rasa wins — which is why Maricha is classically a pinch and not a spoon.",bhavaprakasha,,,,,
obesity,pathya,Mastu (Whey),whey,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Srotoshodhaka — it clears the channels, which is why the watery part of curd is given where curd itself blocks them.",bhavaprakasha,,,,,
obesity,pathya,Masura (Masoor Dal),masoor_dal,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+0 K-1,"Grahi — it binds the stool, which is why Masura is given in loose motions and is the legume withheld in constipation.",bhavaprakasha,,,,,
obesity,pathya,Masura (Whole Brown Lentil),lentils_brown,cooked,sweet; astringent,guru; ruksha,heating,pungent,V+2 P+0 K-1,,bhavaprakasha,,,,,
obesity,pathya,Methika Patra (Fenugreek Leaves),methi_fenugreek_leaves,cooked,bitter; astringent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Deepana and Vata-hara despite a tikta-kashaya rasa that raises Vata by rule — the leaf is warming where the rasa is not, which is why Methi greens are a winter Shaka.",bhavaprakasha,,,,,
obesity,pathya,Mudga (Sprouted Moong),sprouted_moong,sprouted,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Mudga (Whole Green Gram),moong_dal_green,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Mudga (Yellow Moong Dal),moong_dal_yellow,cooked,sweet; astringent,laghu; ruksha,cooling,pungent,V+0 P-1 K-1,"Shreshtha among the Shimbi — the one legume the texts call tridoshaghna and prescribe in fever, in convalescence and to a weak Agni, where every other legume in this varga is withheld.",bhavaprakasha,,,,,
obesity,pathya,Nimbu Jala (Lemon Water),lemon_water,prepared,sour,laghu; ruksha,heating,sour,V-1 P+1 K-1,"Kapha-hara despite amla rasa, which raises Kapha by rule. Nimbu's laghu-ruksha guna and its deepana-lekhana action govern — the reason warm lemon water is the classical morning drink for Ama and not a Kapha-aggravating one.",bhavaprakasha,,,,,
obesity,pathya,Palakya (Palak),palak,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Palakya (Spinach),spinach,cooked,sweet; astringent; bitter,guru; ruksha,cooling,pungent,V+2 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Pineapple,pineapple,ripe,sweet; sour,guru; tikshna,heating,sour,V-1 P+1 K-1,,no — extrapolated,,,,,
obesity,pathya,Quinoa,quinoa,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,no — extrapolated,,,,,
obesity,pathya,Sarshapa Taila (Mustard Oil),mustard_oil,prepared,pungent; bitter,laghu; snigdha; tikshna,heating,pungent,V-1 P+2 K-2,"Vata-hara despite katu-tikta rasa: it is a sneha, and the oleating quality reaches Vata where the rasa alone would raise it. Classically kapha-vata hara and decidedly Pitta-vardhaka.",bhavaprakasha,,,,,
obesity,pathya,Shigru (Drumstick / Moringa),drumstick_moringa,cooked,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Shothahara and Krimighna — Shigru is the anti-inflammatory Shaka, given in Amavata and in Shotha where a katu-tikta vegetable would otherwise be avoided for Vata.",bhavaprakasha,,,,,
obesity,pathya,Shunthi (Dry Ginger),ginger_dry_saunth,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Madhura vipaka despite katu rasa — the classical exception for Shunthi, and the reason dry ginger nourishes where fresh Ardraka only stimulates. The same action makes it vata-hara where katu rasa alone would raise Vata.",bhavaprakasha,,,,,
obesity,pathya,Shunthi Kwatha (Ginger Tea),ginger_tea,prepared,pungent,laghu; snigdha,heating,sweet,V-2 P+1 K-2,"Made from Shunthi, and carries its exception: madhura vipaka despite katu rasa, and vata-hara where the rasa alone would raise Vata.",bhavaprakasha,,,,,
obesity,pathya,Takra (Buttermilk),buttermilk_chaas,prepared,sour; astringent,laghu; ruksha,heating,sour,V-1 P+0 K-1,"Grahi and deepana — the classical Grahani medicine, and the reason Takra is prescribed where Dadhi, made from the same milk, is withheld (Charaka Chikitsa 15).",bhavaprakasha,,,,,
obesity,pathya,Tindora (Ivy Gourd),ivy_gourd_tindora,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+1 P-1 K-1,,bhavaprakasha,,,,,
obesity,pathya,Twak (Cinnamon),cinnamon_dalchini,prepared,pungent; bitter; sweet,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,,bhavaprakasha,,,,,
obesity,pathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
obesity,pathya,Zucchini,zucchini,cooked,sweet,laghu; drava,cooling,sweet,V+0 P-1 K+0,,no — extrapolated,,,,,
pcos,apathya,Soy Milk,soy_milk,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
pcos,apathya,Soya Chunks,soya_chunks,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K+0,,no — extrapolated,,,,,
pcos,apathya,Tofu,vegan_paneer_tofu,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
pcos,apathya,Tofu (Firm),tofu_firm,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
pcos,pathya,Asparagus,asparagus,cooked,sweet; bitter,guru; snigdha,cooling,sweet,V-1 P-2 K+0,,no — extrapolated,,,,,
pcos,pathya,Atasi (Flax Seeds),flax_seeds,raw,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-2 P+1 K+0,"Ushna virya and katu vipaka against a madhura-kashaya rasa — the classical caution on Atasi, and why it is a Vata-Kapha seed rather than a cooling one.",bhavaprakasha,,,,,
pcos,pathya,Flax Milk,flax_milk,prepared,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-1 P+1 K+0,"Atasi is ushna virya and katu vipaka against a madhura-kashaya rasa, and Pitta-vardhaka with it — the classical caution on flax, which is why it is a Vata-Kapha seed and not a cooling one. Cited for the seed; carried to the milk by extrapolation.",no — extrapolated,,,,,
pcos,pathya,Kushmanda Bija (Pumpkin Seeds),pumpkin_seeds,raw,sweet,guru; snigdha,cooling,sweet,V-1 P-1 K+1,"Krimighna and Mutrala — the anthelmintic and diuretic actions the texts give Kushmanda seed, neither of which follows from its rasa.",bhavaprakasha,,,,,
pcos,pathya,Methika (Fenugreek Seed),fenugreek_seeds_methi,prepared,bitter; pungent,laghu; snigdha,heating,pungent,V-1 P+1 K-2,Vata-kapha hara — the snigdha guna offsets the ruksha tendency its tikta-katu rasa would otherwise carry into Vata.,bhavaprakasha,,,,,
pcos,pathya,Quinoa,quinoa,cooked,sweet; astringent,laghu; ruksha,cooling,sweet,V+0 P-1 K-1,,no — extrapolated,,,,,
pcos,pathya,Yava (Barley),barley,cooked,sweet; astringent,laghu; ruksha; chala,cooling,pungent,V+1 P-1 K-2,"Medohara and Kapha-hara despite madhura rasa — the textbook Prabhava, and the reason Yava is the grain prescribed in Sthaulya and Prameha while Shali is withheld.",bhavaprakasha,,,,,
pregnancy,apathya,Eranda-karkati (Papaya),papaya,ripe,sweet,guru; tikshna,heating,pungent,V-1 P+1 K-1,Deepana and Bhedana — the digestive and purgative action that makes papaya a medicine for a sluggish gut and a uterine stimulant in pregnancy. Both come from the same Prabhava.,bhavaprakasha,,,,,
pregnancy,apathya,Eranda-karkati (Raw Papaya),raw_papaya,unripe,astringent; bitter,laghu; tikshna; ruksha,heating,pungent,V+1 P+1 K-2,"Bhedana and a uterine stimulant — unripe papaya carries the action far more strongly than the ripe fruit, which is the whole basis of the pregnancy bar.",bhavaprakasha,,,,,
pregnancy,apathya,Haridra (Turmeric),turmeric,prepared,bitter; pungent,ruksha; laghu,heating,pungent,V+0 P-1 K-2,,bhavaprakasha,,,,,
pregnancy,apathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
pregnancy,apathya,Methika (Fenugreek Seed),fenugreek_seeds_methi,prepared,bitter; pungent,laghu; snigdha,heating,pungent,V-1 P+1 K-2,Vata-kapha hara — the snigdha guna offsets the ruksha tendency its tikta-katu rasa would otherwise carry into Vata.,bhavaprakasha,,,,,
pregnancy,apathya,Methika Patra (Fenugreek Leaves),methi_fenugreek_leaves,cooked,bitter; astringent,laghu; ruksha,heating,pungent,V-1 P+1 K-2,"Deepana and Vata-hara despite a tikta-kashaya rasa that raises Vata by rule — the leaf is warming where the rasa is not, which is why Methi greens are a winter Shaka.",bhavaprakasha,,,,,
pregnancy,apathya,Pineapple,pineapple,ripe,sweet; sour,guru; tikshna,heating,sour,V-1 P+1 K-1,,no — extrapolated,,,,,
pregnancy,apathya,Shigru (Drumstick / Moringa),drumstick_moringa,cooked,pungent; bitter,laghu; ruksha; tikshna,heating,pungent,V-1 P+1 K-2,"Shothahara and Krimighna — Shigru is the anti-inflammatory Shaka, given in Amavata and in Shotha where a katu-tikta vegetable would otherwise be avoided for Vata.",bhavaprakasha,,,,,
psoriasis,apathya,Amra (Mango),mango,ripe,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Ripe Amra is Vrishya and Balya, and ushna despite a purely madhura rasa — the reason it is a summer fruit that nonetheless aggravates Pitta in quantity.",bhavaprakasha,,,,,
psoriasis,apathya,Amra (Raw Mango),raw_mango,unripe,sour; astringent,laghu; ruksha,heating,sour,V+1 P+2 K-1,,bhavaprakasha,,,,,
psoriasis,apathya,Ardraka (Fresh Ginger),ginger,fresh,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K-2,Ardraka is guru and snigdha with katu vipaka where dried Shunthi is laghu with madhura vipaka. Fresh and dry are two dravyas and the texts prescribe them differently — this row and `ginger_dry_saunth` are that distinction.,bhavaprakasha,,,,,
psoriasis,apathya,Atasi (Flax Seeds),flax_seeds,raw,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-2 P+1 K+0,"Ushna virya and katu vipaka against a madhura-kashaya rasa — the classical caution on Atasi, and why it is a Vata-Kapha seed rather than a cooling one.",bhavaprakasha,,,,,
psoriasis,apathya,Badama (Almonds),almonds,raw,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Medhya, Balya and Vrishya — the actions that make Badama a Rasayana rather than a fat, and the reason it is soaked and peeled before use.",bhavaprakasha,,,,,
psoriasis,apathya,Bajra (Pearl Millet),millet_bajra,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-2,"Ushna virya and Pitta-vardhaka against a madhura-kashaya rasa that would pacify Pitta by rule — the classical caution on Bajra, and why it is a winter grain and not a summer one.",bhavaprakasha,,,,,
psoriasis,apathya,Cashew Cream,cashew_cream,prepared,sweet,guru; snigdha,heating,sweet,V-2 P+1 K+2,"Pitta-vardhaka despite madhura rasa — Kaju is ushna virya, the one sweet nut the texts warn against in Pitta, and blending it into a cream concentrates rather than tempers that.",no — extrapolated,,,,,
psoriasis,apathya,Coconut Yogurt,coconut_yogurt,prepared,sweet; sour,guru; snigdha,heating,sour,V-1 P+1 K+1,,no — extrapolated,,,,,
psoriasis,apathya,Dadhi (Curd),curd_yogurt,prepared,sour; sweet,guru; snigdha; picchila,heating,sour,V-1 P+2 K+2,,bhavaprakasha,,,,,
psoriasis,apathya,Flax Milk,flax_milk,prepared,sweet; astringent,guru; snigdha; picchila,heating,pungent,V-1 P+1 K+0,"Atasi is ushna virya and katu vipaka against a madhura-kashaya rasa, and Pitta-vardhaka with it — the classical caution on flax, which is why it is a Vata-Kapha seed and not a cooling one. Cited for the seed; carried to the milk by extrapolation.",no — extrapolated,,,,,
psoriasis,apathya,Kaju (Cashews),cashews,raw,sweet,guru; snigdha,heating,sweet,V-2 P+2 K+2,The one sweet nut the texts warn against in Pitta — Kaju is ushna and Vidahi where its madhura rasa says it should cool.,bhavaprakasha,,,,,
psoriasis,apathya,Kanda (Yam),yam,cooked,sweet; astringent,guru; ruksha,heating,sweet,V-1 P+1 K-1,"Arshoghna — Surana is the classical haemorrhoid remedy, the action it is named for and one no part of its rasa predicts.",bhavaprakasha,,,,,
psoriasis,apathya,Katuvira (Capsicum),capsicum_bell_pepper,cooked,pungent; sweet,laghu; ruksha,heating,pungent,V-1 P+1 K-1,,no — extrapolated,,,,,
psoriasis,apathya,Kuttu (Buckwheat),buckwheat,cooked,sweet; astringent,laghu; ruksha,heating,pungent,V+1 P+1 K-1,Ushna virya and Pitta-vardhaka against a rasa that would pacify Pitta — the reason Kuttu is a Vrata grain for cold months and sits badly in Grishma.,no — extrapolated,,,,,
psoriasis,apathya,Lasuna (Garlic),garlic,cooked,pungent,guru; snigdha; tikshna,heating,pungent,V-2 P+2 K-2,Rasayana for Vata and the classical Amavata medicine — Lasuna carries five of the six rasas and is prescribed where its katu rasa alone would bar it.,bhavaprakasha,,,,,
psoriasis,apathya,Mandapi (Peanuts),peanuts,raw,sweet; astringent,guru; snigdha,heating,sweet,V-1 P+2 K+2,"Ushna and Vidahi against a madhura rasa — the peanut heats and burns where its rasa says it should cool, which is the classical caution and the reason it is withheld in Amlapitta and Kushtha.",bhavaprakasha,,,,,
psoriasis,apathya,Mandapi (Roasted Peanuts),peanuts_roasted,roasted,sweet; astringent,guru; ruksha; tikshna,heating,sweet,V-1 P+2 K+1,"Roasting turns Mandapi ruksha and more Vidahi than the raw seed — the same dravya, a sharper one, and the reason roasted peanuts sit worse in Amlapitta than boiled ones.",bhavaprakasha,,,,,
psoriasis,apathya,Masha (Urad Dal),urad_dal,cooked,sweet,guru; snigdha; picchila,heating,sweet,V-2 P+2 K+2,"Ushna virya and Pitta-vardhaka against a madhura rasa that pacifies Pitta by rule — Masha is Balya and Vrishya, the strength-building legume, and the pole opposite Mudga in this varga. It is the black gram named first in the Amavata Apathya.",bhavaprakasha,,,,,
psoriasis,apathya,Mushroom,mushroom,cooked,sweet; astringent,guru; picchila,cooling,pungent,V+1 P-1 K+1,,bhavaprakasha,,,,,
psoriasis,apathya,Nimbu Jala (Lemon Water),lemon_water,prepared,sour,laghu; ruksha,heating,sour,V-1 P+1 K-1,"Kapha-hara despite amla rasa, which raises Kapha by rule. Nimbu's laghu-ruksha guna and its deepana-lekhana action govern — the reason warm lemon water is the classical morning drink for Ama and not a Kapha-aggravating one.",bhavaprakasha,,,,,
psoriasis,apathya,Nutritional Yeast,nutritional_yeast,prepared,astringent; bitter,laghu; ruksha,heating,pungent,V+1 P+0 K-2,,no — extrapolated,,,,,
psoriasis,apathya,Palandu (Onion),onion,cooked,pungent; sweet,guru; snigdha; tikshna,heating,pungent,V-1 P+2 K-1,,bhavaprakasha,,,,,
psoriasis,apathya,Pineapple,pineapple,ripe,sweet; sour,guru; tikshna,heating,sour,V-1 P+1 K-1,,no — extrapolated,,,,,
psoriasis,apathya,Raktaphala (Tomato),tomato,raw,sour; sweet,laghu; snigdha,heating,sour,V-1 P+2 K-1,,no — extrapolated,,,,,
psoriasis,apathya,Sarshapa Taila (Mustard Oil),mustard_oil,prepared,pungent; bitter,laghu; snigdha; tikshna,heating,pungent,V-1 P+2 K-2,"Vata-hara despite katu-tikta rasa: it is a sneha, and the oleating quality reaches Vata where the rasa alone would raise it. Classically kapha-vata hara and decidedly Pitta-vardhaka.",bhavaprakasha,,,,,
psoriasis,apathya,Tempeh,tempeh,fermented,sweet; astringent,guru; ruksha,heating,pungent,V+1 P+1 K+0,,no — extrapolated,,,,,
psoriasis,apathya,Tila (Sesame Seeds),sesame_seeds_til,raw,sweet; bitter; astringent,guru; snigdha,heating,pungent,V-2 P+1 K+1,"Balya and Vata-hara, and the Kushtha caution that comes with it — Tila with milk is named Viruddha in the Kushtha Nidana (Charaka Chikitsa 7).",bhavaprakasha,,,,,
psoriasis,apathya,Tila Taila (Sesame Oil),sesame_oil,prepared,sweet; bitter; astringent,guru; snigdha; tikshna,heating,pungent,V-2 P+1 K+1,"Pitta-vardhaka despite a rasa set that is entirely Pitta-pacifying — the ushna virya governs here, which is why Tila Taila is the Vata oil and not the Pitta one.",bhavaprakasha,,,,,
psoriasis,apathya,Whole Wheat Bread,bread_whole_wheat,fermented,sweet; sour,guru; ruksha; sthira,heating,sour,V+1 P+1 K+2,"Vata-vardhaka against a madhura-amla rasa that pacifies Vata by rule. Yeast fermentation makes the loaf ruksha and khara where the wheat was snigdha, and Vata follows the guna here rather than the rasa — the same reason dry, aerated food is withheld in Vata disorders.",no — extrapolated,,,,,
psoriasis,pathya,Amalaki (Amla),amla,ripe,sour; astringent; sweet,laghu; ruksha,cooling,sweet,V-1 P-2 K-1,Amla rasa with shita virya and madhura vipaka — the combination is unique to Amalaki and is why the one sour fruit in the pharmacopoeia is given freely in Pitta. Rasayana and tridoshaghna.,bhavaprakasha,,,,,
psoriasis,pathya,Haridra (Turmeric),turmeric,prepared,bitter; pungent,ruksha; laghu,heating,pungent,V+0 P-1 K-2,,bhavaprakasha,,,,,
psoriasis,pathya,Karavellaka (Bitter Gourd),bitter_gourd_karela,cooked,bitter,laghu; ruksha,heating,pungent,V+1 P-1 K-2,"The Prameha vegetable — Karavellaka's sugar-reducing action is the one the texts single it out for, and it is ushna against a tikta rasa that would cool.",bhavaprakasha,,,,,
psoriasis,pathya,Narikela (Fresh Coconut),coconut,ripe,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
psoriasis,pathya,Narikela Ksheera (Coconut Milk),coconut_milk,prepared,sweet,guru; snigdha,cooling,sweet,V-1 P-2 K+2,,bhavaprakasha,,,,,
psoriasis,pathya,Narikela Taila (Coconut Oil),coconut_oil,prepared,sweet,guru; snigdha; manda,cooling,sweet,V-1 P-2 K+1,,bhavaprakasha,,,,,
thyroid,apathya,Broccoli,broccoli,cooked,bitter; astringent,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
thyroid,apathya,Cabbage,cabbage,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
thyroid,apathya,Cauliflower,cauliflower,cooked,astringent; sweet,laghu; ruksha,cooling,pungent,V+2 P-1 K-1,,no — extrapolated,withheld_in_kapha_condition_but_kapha_reducing,"laghu and Kapha-reducing, so the classical profile does not explain the restriction",,,
thyroid,apathya,Edamame,edamame,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+1 P-1 K+0,,no — extrapolated,,,,,
thyroid,apathya,Soy Milk,soy_milk,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
thyroid,apathya,Soya Chunks,soya_chunks,cooked,sweet; astringent,guru; ruksha,cooling,pungent,V+2 P+0 K+0,,no — extrapolated,,,,,
thyroid,apathya,Tofu,vegan_paneer_tofu,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
thyroid,apathya,Tofu (Firm),tofu_firm,prepared,sweet; astringent,guru; picchila,cooling,sweet,V+1 P-1 K+1,,no — extrapolated,,,,,
